"","Area","Perimeter","MajorAxisLength","MinorAxisLength","AspectRation","Eccentricity","ConvexArea","EquivDiameter","Extent","Solidity","roundness","Compactness","ShapeFactor1","ShapeFactor2","ShapeFactor3","ShapeFactor4","Class"
"1796",45725,778.722,276.232755081548,210.989001999744,1.30922821788542,0.645442605309018,46072,241.285884757097,0.744913086685239,0.992468310470568,0.947542480651587,0.873487594495687,0.00604117561687365,0.0021693428220934,0.762980577737862,0.998915702072928,"SEKER"
"1797",45726,811.461,269.913951483529,216.766406165348,1.24518349618086,0.595851698286886,46322,241.288523188651,0.780906839723337,0.987133543456673,0.872645336985075,0.89394609601488,0.00590285508208742,0.00232534401583519,0.799139622580246,0.995075469181125,"SEKER"
"1799",45738,786.456,290.063296474497,201.212022671008,1.44158034208903,0.720280279030196,46160,241.320182117238,0.745598591549296,0.990857885615251,0.929261991338182,0.831956973013494,0.00634184477840082,0.00187412621397735,0.692152404945775,0.997793300699472,"SEKER"
"1805",45862,778.266,274.232709919463,213.121369810638,1.28674430988842,0.629309012459948,46192,241.647081506572,0.783095705626227,0.992855905784551,0.951495498990019,0.881175267449093,0.00597951920804725,0.00222379743045641,0.776469851963982,0.999118163814554,"SEKER"
"1814",45988,774.279,268.141024847724,218.606079484673,1.2265945461344,0.579087602679783,46335,241.978801103073,0.799819124143448,0.99251106075321,0.963960916093275,0.902431104082234,0.00583067375940949,0.00238536436956727,0.81438189761508,0.998916394085242,"SEKER"
"1815",45989,769.145,267.978569226494,218.841148240626,1.22453465164531,0.577151987023012,46275,241.98143197945,0.794832353957829,0.993819556996218,0.976893877920349,0.90298799892065,0.00582701448664885,0.00238975717461057,0.815387326194719,0.998470035437848,"SEKER"
"1816",45993,773.877,270.547593929551,216.662293170145,1.24870640835085,0.598893398746195,46334,241.991955198937,0.768471177944862,0.992640393663401,0.965067573716891,0.89445243878957,0.00588236457568654,0.00232252667377692,0.800045165256609,0.999021524826042,"SEKER"
"1819",46015,775.166,277.214563051694,211.535622255899,1.3104864329486,0.646309435322691,46401,242.049824728275,0.785372930534221,0.991681213766945,0.962320769478526,0.873149743879573,0.00602443905360631,0.00215998781756339,0.762390475236963,0.999102374407273,"SEKER"
"1820",46021,782.884,281.710384456764,208.4104811856,1.35170929434152,0.672822397785569,46432,242.065604926138,0.74048270313757,0.991148345968298,0.943563386877665,0.859271146120241,0.00612134426580831,0.00205848393673869,0.738346902554793,0.998030370631588,"SEKER"
"1831",46250,782.848,281.719134671648,209.376048682166,1.34551748609651,0.669059908755187,46601,242.667115497756,0.795083376310813,0.992467972790283,0.948345763245219,0.86137959986492,0.00609122453344104,0.00206853417222512,0.741974815063451,0.998340087911098,"SEKER"
"1840",46382,776.201,268.469151215844,220.310048744758,1.21859693983764,0.57148016386755,46718,243.013161297709,0.773807140473807,0.992807911297573,0.967410818450429,0.905180949830362,0.00578821851614515,0.0023969904421086,0.819352551935796,0.998460512437124,"SEKER"
"1841",46390,779.816,274.560382813869,215.728840674284,1.2727106026051,0.618576502095104,46750,243.034117934631,0.775233957219251,0.992299465240642,0.958627654218756,0.885175477408151,0.00591852517382774,0.00224135556323399,0.783535625804749,0.997214098480529,"SEKER"
"1845",46427,811.657,293.918029293361,202.246160052171,1.45326877512801,0.72561211359062,46974,243.131018883686,0.683795805349358,0.988355260356793,0.885595515185459,0.827206889853687,0.00633075644115194,0.00182848726691259,0.68427123862141,0.994430024806663,"SEKER"
"1856",46625,785.745,275.83078191445,215.836196877079,1.27796350151378,0.622656917048344,47081,243.648914984814,0.748346815613765,0.990314564261592,0.948998348425417,0.88332749990312,0.00591594170325897,0.0022217267967013,0.780267472085097,0.997153350743178,"SEKER"
"1858",46699,783.519,275.667311230246,216.002024393436,1.27622559096082,0.62131545641659,47066,243.842189744899,0.785675830276927,0.992202439128033,0.95591302681678,0.884552429001037,0.0059030666873005,0.00222921404124946,0.782432999651635,0.998561017367655,"SEKER"
"1861",46828,779.434,268.165377247812,222.590828241569,1.2047458530357,0.557688108590504,47157,244.178748872334,0.797208035410283,0.993023305129673,0.968627468990154,0.910552851297757,0.00572660325548415,0.00242827290055877,0.829106495006476,0.998862611584015,"SEKER"
"1862",46841,833.57,295.676604931319,202.56787999691,1.45964209595237,0.7284495458981,47465,244.212639957353,0.703571857726508,0.986853470978616,0.847133526794344,0.825945089616,0.00631234612692554,0.00181207124865475,0.682185291060783,0.995746368071841,"SEKER"
"1866",46946,796.12,285.488709225483,209.855518192104,1.36040601498095,0.677986159339904,47380,244.486203429022,0.767593198168738,0.990840016884762,0.9307893163483,0.856377837471404,0.00608121478348492,0.00201758473472329,0.733383000512198,0.997698645181573,"SEKER"
"1877",47239,820.129,283.127335804655,212.964739901668,1.32945639703259,0.658949552029753,48050,245.24796197674,0.764682077182077,0.98312174817898,0.88256402665004,0.866210820935884,0.00599350824117053,0.00208139874593334,0.750321186306418,0.997519300964152,"SEKER"
"1880",47369,800.778,272.142899181425,222.152661559248,1.2250265077686,0.577615645960941,47880,245.58518683862,0.746344614608937,0.989327485380117,0.92828175410933,0.902412620639056,0.00574516876398963,0.00235019119715028,0.814348537888648,0.997598545476195,"SEKER"
"1882",47406,803.384,281.504905245126,215.045027799913,1.30905098399694,0.645320207839323,48073,245.681081603194,0.804364055925071,0.986125267821854,0.922989626152157,0.872741742774471,0.00593817038444767,0.00212508062429672,0.761678149581022,0.997075531198006,"SEKER"
"1883",47407,808.47,291.717734010743,207.109913282798,1.40851651853293,0.704235122687973,47884,245.683672834114,0.732063992093641,0.990038426196642,0.911432517574463,0.842196562602758,0.00615347383320487,0.00190965088740005,0.709295050059901,0.99905379452301,"SEKER"
"1889",47532,811.908,277.242268824122,218.419937274183,1.26930843531971,0.615892018300286,48007,246.00736176048,0.786380782211634,0.9901056095986,0.906112895374574,0.887337139476892,0.00583274991214597,0.00223052839205025,0.787367199095033,0.99941182750538,"SEKER"
"1891",47534,786.076,278.36143390908,217.784095772409,1.27815317698854,0.622802818446321,47834,246.01253732166,0.772157244964263,0.993728310406824,0.966685383788827,0.883788152212256,0.00585604901563261,0.00220382531218759,0.781081497990754,0.998341798143846,"SEKER"
"1892",47562,802.028,290.039905381963,209.409352111621,1.38503797684911,0.691891110955163,47944,246.084983748895,0.733981481481481,0.992032371099616,0.929160869582146,0.848452158418743,0.0060981435890409,0.00194933663244683,0.719871065125425,0.997048763633534,"SEKER"
"1893",47705,803.672,283.616792710643,214.376456538956,1.32298479641632,0.654725672144554,48140,246.454645891675,0.778539371685027,0.990963855421687,0.92814555417124,0.868970569535768,0.00594522152207615,0.00209106761362801,0.755109850719317,0.998998852125854,"SEKER"
"1894",47720,799.753,293.752410294308,207.022056978573,1.41894257347038,0.709455578331872,48085,246.493389515342,0.779267436353838,0.992409275241759,0.937558862156274,0.839119547200929,0.00615575042527889,0.00188259160930293,0.704121614494693,0.999108135707217,"SEKER"
"1902",48004,795.841,281.086397704424,217.803674633531,1.29054938204036,0.632128222241857,48377,247.225789725641,0.775208319875977,0.992289724455836,0.952433522016153,0.879536654013444,0.00585547866228697,0.00216151342719097,0.773584725753164,0.998349289776608,"SEKER"
"1903",48007,809.638,284.681008960149,214.894829802551,1.32474573363035,0.655883834847512,48696,247.233514767114,0.741535372258264,0.985850993921472,0.920306871276388,0.868458052998271,0.00592998956319181,0.00208079395856141,0.754219389817547,0.999148918882081,"SEKER"
"1905",48094,820.094,296.840389308251,206.417061019232,1.43806131064232,0.718641607650169,48614,247.457436066272,0.795270773046714,0.989303492820998,0.898614648947872,0.833638025616864,0.00617208777203499,0.00183874676455239,0.694952357754384,0.999384098426236,"SEKER"
"1907",48123,798.934,276.418825646036,221.928989384077,1.24552824943323,0.596151187136888,48499,247.532031485402,0.756960392613332,0.992247262830161,0.947416077084278,0.895496285055404,0.00574400651759108,0.0022785042388494,0.80191359654803,0.998806038105175,"SEKER"
"1908",48201,792.906,277.466503528169,221.410560830128,1.2531764631636,0.602694235631869,48558,247.732555986854,0.788216248037677,0.992647967379217,0.963435187527229,0.892837704143639,0.00575644703487831,0.00225644298286094,0.797159165940484,0.998981104151743,"SEKER"
"1909",48202,815.613,272.311387202391,225.942020221461,1.20522684065354,0.558180833318284,48782,247.735125760003,0.756537024829708,0.988110368578574,0.91055596489153,0.909749417037333,0.00564937942828909,0.00238708371926191,0.827644001799768,0.99749876547499,"SEKER"
"1919",48538,828.59,271.586914748834,227.880575760277,1.19179492961495,0.54402265601019,49197,248.59706559482,0.747382360187238,0.986604874280952,0.88840780657319,0.915349938065774,0.00559534621840278,0.00242301081642004,0.837865509117017,0.998563865464909,"SEKER"
"1921",48606,805.113,287.380338991376,215.569891912019,1.33311909396265,0.661301135606104,48997,248.771142440994,0.7387828307393,0.992019919586913,0.942293224247695,0.86565122483365,0.00591244576783475,0.00204794705309318,0.749352043055998,0.998975516697869,"SEKER"
"1927",48686,795.84,279.132683076744,222.394181846958,1.25512583449162,0.604331651025771,49041,248.975782908652,0.79530195860627,0.992761159030199,0.965967314897948,0.891962131285784,0.00573332545447857,0.00223857693323138,0.795596443647879,0.998573650252109,"SEKER"
"1928",48782,811.014,274.678280738063,226.333985608331,1.21359715378048,0.566594657647787,49312,249.221129664543,0.802414711978156,0.989252109020117,0.931993242460631,0.90732011644635,0.00563073020249401,0.00235389258406298,0.823229793708218,0.999069334551586,"SEKER"
"1936",49106,908.723,297.869878081758,210.457299210927,1.4153459119668,0.707672050769501,49733,250.047397674451,0.742343159486017,0.987392676894617,0.747276599709635,0.839451774327511,0.00606585504992786,0.00185803887582367,0.704679281421606,0.997364940207769,"SEKER"
"1940",49227,807.687,289.38303616925,216.805271725922,1.33476014612356,0.662345788565709,49748,250.355273698554,0.753017300720481,0.98952721717456,0.948259163323356,0.865134587751473,0.00587854299813619,0.00203134721516236,0.748457854923911,0.999011715805569,"SEKER"
"1941",49235,801.151,279.101767891826,224.852440750399,1.24126634765618,0.592420568813661,49611,250.37561579562,0.791305046608807,0.992421035657415,0.963951199415029,0.897076423724625,0.00566876750059563,0.00226457224392152,0.804746110002564,0.998904264753402,"SEKER"
"1947",49639,833.546,298.803597401119,211.85422364357,1.41042077076469,0.705200158588471,50048,251.400751313732,0.734576396596374,0.991827845268542,0.897787892722978,0.841357846760616,0.00601953297610989,0.00186065373240587,0.707883026305661,0.998412923573273,"SEKER"
"1959",50124,827.876,291.383017108627,219.473284300471,1.3276468616094,0.657777447247546,50718,252.625926896479,0.792850363808921,0.988288181710635,0.919020078943466,0.866989193135786,0.00581324349829676,0.0020260633180999,0.751670261014241,0.997952663000674,"SEKER"
"1960",50129,825.083,303.250678651796,210.799584499851,1.43857341735894,0.718881055876443,50553,252.638526630498,0.78668277831832,0.991612762842957,0.925344881793864,0.833101273684492,0.0060494061052843,0.00179756124733742,0.694057732214723,0.998453003676532,"SEKER"
"1963",50218,822.578,284.871497299781,224.792584975315,1.26726376375388,0.614262561947408,50719,252.862696848528,0.797820284697509,0.990122044993001,0.93264227271763,0.887637756831919,0.00567269698713172,0.00217226306314429,0.787900787353602,0.998478117246368,"SEKER"
"1964",50233,818.361,288.118670379869,222.132077389856,1.29706017143216,0.636866310434506,50713,252.900458779104,0.777432135450522,0.990534971309132,0.942560272698173,0.877764910013184,0.00573564530049707,0.00210026894088202,0.770471237250453,0.999347555071623,"SEKER"
"1966",50316,820.444,286.89925963722,223.713198610149,1.28244225830047,0.626075800079082,50767,253.109306294523,0.773806594488189,0.991116276321232,0.939329768429808,0.882223630045528,0.00570194887584903,0.00213067802075172,0.778318533410709,0.998148577664337,"SEKER"
"1968",50371,827.936,293.940664958366,218.672755720446,1.34420341477812,0.668251958216981,50872,253.247604347711,0.78499851948821,0.990151753420349,0.923414953738762,0.86156028933112,0.00583551378686875,0.00198336002604609,0.742286132152323,0.997783553581597,"SEKER"
"1981",51026,817.975,290.310891379583,224.033040919035,1.29583962342635,0.635986194753539,51407,254.888840496512,0.779784827923467,0.992588557978485,0.958343778776248,0.877985800964123,0.00568946990513823,0.00208545842818075,0.770859066694613,0.998909722700337,"SEKER"
"1982",51071,833.064,300.387069802607,216.692075627488,1.38623929339713,0.692543437779485,51633,255.001209387661,0.774753864591393,0.989115488156799,0.924756709788899,0.84890874149553,0.0058817542206459,0.00188421587384343,0.720646051387524,0.998987873064872,"SEKER"
"1984",51342,854.937,326.964844651863,200.343040565146,1.6320249694201,0.790287880112723,51898,255.676875578909,0.803738317757009,0.989286677713977,0.88270263005139,0.781970538304024,0.00636836984636093,0.00146882346943845,0.611477922775485,0.997947238218727,"SEKER"
"1990",51901,839.556,286.770667615972,230.599314521655,1.24358855190371,0.594460947080901,52463,257.064983246065,0.757678832116788,0.989287688466157,0.925307857825503,0.896413100346486,0.00552533992824747,0.00220075422110837,0.803556446472799,0.999293597641995,"SEKER"
"1992",52345,839.624,289.346965013586,230.784072073964,1.25375621642058,0.603182474447809,52832,258.16220476507,0.762601981351981,0.990782101756511,0.933072478908806,0.892223648355697,0.00552769061063304,0.00216081910001216,0.79606303868515,0.998068983414162,"SEKER"
"2000",53149,853.122,317.749896577112,213.461636882436,1.48855738772448,0.740740414282939,53609,260.137287913765,0.744216982188865,0.991419351228339,0.917661853175636,0.818685672964916,0.00597847366040964,0.00165668081914356,0.670246231118017,0.997699978925217,"SEKER"
"2003",53507,843.007,299.654340120538,227.60975536491,1.31652678787921,0.650420466141519,53987,261.01193137507,0.753407490847649,0.991108970678126,0.946145883554944,0.871043387090859,0.005600282955885,0.00198860663908694,0.758716582194717,0.998870704867504,"SEKER"
"2006",53674,835.455,283.723264033781,241.075943572576,1.17690409017674,0.527287544525467,54066,261.418934517213,0.77822241554299,0.992749602337883,0.966334980336056,0.921387026218929,0.00528604657811568,0.002350060914415,0.848954052084561,0.999137496270436,"SEKER"
"2008",53939,865.418,327.958268095642,209.899443363327,1.56245420588353,0.768359284214564,54446,262.063480484157,0.767509035544552,0.990688021158579,0.905025689012607,0.799075693398074,0.0060801696007646,0.0015291396083821,0.638521963779613,0.997661327856467,"SEKER"
"2011",54282,854.73,286.022706414819,242.162082360047,1.18112094026992,0.532144816878266,54824,262.895395485189,0.788466845813058,0.990113818765504,0.933700969678937,0.919141696057905,0.0052691998528945,0.00231982009184858,0.844821457432202,0.997836314162523,"SEKER"
"2035",45012,854.166,299.287397850623,192.127518032417,1.55775393819497,0.766746577039921,45841,239.397281495883,0.779820169435734,0.981915752274165,0.775271133029247,0.799890951691085,0.00664905798121886,0.00167904764242127,0.639825534597269,0.996690746276597,"BARBUNYA"
"2042",47143,858.562,296.846277802649,203.058711616237,1.4618741320671,0.729431914752008,47996,244.998636439981,0.717986597624124,0.98222768564047,0.803681098794091,0.825338415066339,0.00629672014514666,0.00180228053830842,0.681183499384216,0.995804536940729,"BARBUNYA"
"2044",47668,846.128,300.107152141681,202.881161123005,1.47922631396874,0.736874946501895,48450,246.359052235626,0.814754042320446,0.983859649122807,0.836690158846664,0.820903635509889,0.00629577813505248,0.00176359108082702,0.673882778793353,0.996825138921506,"BARBUNYA"
"2051",48439,810.37,297.981991999216,207.317838077011,1.43731959952489,0.718294206457943,48883,248.343412047565,0.799798560200779,0.990917087740114,0.926911611758355,0.83341751755327,0.00615169578230797,0.00183073342801862,0.694584758564655,0.998340287016242,"BARBUNYA"
"2055",48868,885.296,313.62991424225,198.97255764932,1.5762470862691,0.772989921079235,49648,249.440714543793,0.695877536489854,0.984289397357396,0.783533239870309,0.795334574976554,0.00641789953020893,0.00158406182302169,0.632557086153136,0.997066263947749,"BARBUNYA"
"2063",49975,873.529,313.999692246333,203.938285838854,1.53967996227273,0.760373871926885,50699,252.250166002205,0.71479653865408,0.98571963944062,0.823015494812014,0.803345265078522,0.00628313541263297,0.00161422896391655,0.645363614924081,0.993653426278503,"BARBUNYA"
"2068",50486,982.666,325.509920056805,198.523828636823,1.63965163422417,0.792489429545824,51525,253.536529232968,0.79994295854988,0.979835031538088,0.657005442704571,0.778890330558044,0.0064475284248466,0.00146378832076032,0.606670147036819,0.994727698023937,"BARBUNYA"
"2075",51015,859.253,327.857509616792,198.507869032249,1.65160963751784,0.795868169393932,51718,254.861365009811,0.777418814099145,0.986407053637032,0.868291682344651,0.777354056363387,0.00642668841746138,0.00144757969914084,0.604279328944611,0.998033563437735,"BARBUNYA"
"2077",51332,889.637,330.822804247538,198.618899020077,1.66561594027413,0.79971598495468,52283,255.651974978378,0.751687680299902,0.981810531147792,0.815027712393617,0.772776155984358,0.00644476747930215,0.0014177572264748,0.597182987257961,0.994677502837382,"BARBUNYA"
"2079",51576,861.13,310.852530091913,211.42622146431,1.47026479468341,0.733073347435625,52274,256.258858889328,0.783948928408573,0.986647281631404,0.874017407436813,0.824374370746019,0.00602707713067924,0.00171705591364556,0.679593103142896,0.999181814260648,"BARBUNYA"
"2085",51906,896.485,327.382503613561,202.813180073785,1.61420723985718,0.784997333205235,52774,257.077365415595,0.77632700677525,0.983552506916284,0.811598754249189,0.785250777234712,0.0063072188882511,0.00147928265699941,0.616618783147719,0.99535050398897,"BARBUNYA"
"2086",51932,897.618,313.761196050181,211.334636959283,1.48466527098742,0.739139387546824,52906,257.141743085767,0.726402954176691,0.981589989793218,0.809956708016528,0.81954603157696,0.00604176993087463,0.001681269571209,0.671655697873544,0.99718388869367,"BARBUNYA"
"2094",52808,928.664,332.582478268763,202.732146208414,1.64050193562722,0.792732605319024,54100,259.301434393207,0.702682563338301,0.976118299445471,0.769471188694752,0.779660539373524,0.00629795633746331,0.0014354948019702,0.607870556656213,0.997212824805312,"BARBUNYA"
"2100",53249,919.923,325.386628599228,208.917420517111,1.55748921173654,0.766655210848033,54195,260.381897446045,0.696684634707976,0.982544515176677,0.790712065502505,0.8002231024888,0.00611066177015958,0.00154565424119724,0.640357013756801,0.997349140586047,"BARBUNYA"
"2103",53368,951.913,321.017057296052,212.324429527238,1.51191767245451,0.750023063877963,54618,260.672683692454,0.706383767256555,0.977113772016551,0.740110006231397,0.812021285996816,0.00601515997032027,0.00161323115154427,0.659378568911924,0.996926111175699,"BARBUNYA"
"2104",53524,919.534,324.563845505867,210.515839457121,1.54175498785675,0.761119658756972,54727,261.053391842368,0.789090372991302,0.97801816288121,0.79546823523852,0.804320615056458,0.00606389368331714,0.00156548222547475,0.646931651804799,0.997410100972453,"BARBUNYA"
"2110",54187,931.202,353.784850089149,195.561972296917,1.80906771359417,0.833333261609519,55164,262.66524553234,0.769133594504059,0.98228917409905,0.785266682271879,0.742443452471612,0.00652896174523685,0.00122370691203796,0.551222280117967,0.997198429975174,"BARBUNYA"
"2121",55059,944.732,344.327691103964,204.947501620412,1.68007752415397,0.803569727571328,55970,264.770270411112,0.732859481691491,0.983723423262462,0.775212793327392,0.768948525639109,0.00625379485831498,0.00134869102695519,0.591281835082559,0.993399321562723,"BARBUNYA"
"2122",55100,948.328,300.645957035573,235.380298338306,1.27727749160834,0.622128398325147,56772,264.868833415537,0.787457840278969,0.970548862115127,0.769917720883358,0.880999152715022,0.005456369456181,0.00202761499731584,0.776159507084586,0.991371068296964,"BARBUNYA"
"2128",55596,947.733,314.76144940341,225.636431996672,1.39499391396179,0.697228444064788,56806,266.058312647991,0.770262406827565,0.978699433158469,0.777824116376127,0.845269689640425,0.00566158445577758,0.00178278485831736,0.714480848224821,0.996696434915883,"BARBUNYA"
"2133",55676,934.071,333.102779952971,215.622860779896,1.54483981312629,0.762221490767393,57508,266.249666464908,0.799356793154441,0.968143562634764,0.801896120854314,0.799301844621347,0.0059828791571408,0.00150637553832862,0.638883438815088,0.986972572228582,"BARBUNYA"
"2148",56506,911.91,311.907833590653,231.323923319446,1.34835960377486,0.670795996136301,57392,268.226907141705,0.749476085630156,0.984562308335656,0.853887139710474,0.859955660792173,0.00551990644516783,0.00186215453245515,0.739523738528504,0.997143935064393,"BARBUNYA"
"2159",56928,935.66,324.039442117598,224.150718943309,1.44563195534319,0.722147601879562,57936,269.226634645763,0.77012987012987,0.982601491300746,0.817146007929825,0.830845260337345,0.00569209250487629,0.00167314006524161,0.690303846625031,0.997925299577468,"BARBUNYA"
"2169",57343,1021.149,341.512206190043,215.646133423198,1.58366950878659,0.7754207669792,58908,270.206171679606,0.675290875688916,0.973433149996605,0.691054089451545,0.791205019270211,0.00595560410494818,0.00143966590006229,0.626005382518375,0.991385636630634,"BARBUNYA"
"2175",57641,938.653,333.543181488051,223.854472400308,1.49000007867429,0.741329809709038,59171,270.907365344834,0.779775432900433,0.974142738841662,0.822112450905639,0.812210773238486,0.00578656132766695,0.00155337140358323,0.65968634016466,0.982932698745697,"BARBUNYA"
"2178",57761,910.99,330.281337313971,223.645530037928,1.47680723713976,0.735857484267052,58490,271.189213176792,0.791268253924765,0.987536330996752,0.874615859183576,0.821085488457362,0.00571806820023841,0.00160318115897366,0.674181379355265,0.995635940176724,"BARBUNYA"
"2184",57995,929.11,324.569676527941,229.352384202542,1.41515719427321,0.70757796833868,58998,271.737975625262,0.74600275273022,0.982999423709278,0.844240433194616,0.837225394966524,0.00559651136353032,0.0016961596388976,0.700946361976853,0.991949286951177,"BARBUNYA"
"2189",58191,959.247,341.437891043224,217.441200423203,1.57025389106888,0.770996245270915,59272,272.196771376304,0.715650826446281,0.981762046160076,0.794702877005154,0.797207276979828,0.00586753778149927,0.00146191012765793,0.635539442469592,0.997958282465626,"BARBUNYA"
"2193",58299,913.932,348.271899412696,213.733865455705,1.62946521680193,0.789540639727465,58881,272.44924705074,0.719119279634883,0.990115657003108,0.877088065954135,0.782288917108104,0.00597389148034607,0.00138008489301191,0.61197594983017,0.997193523767587,"BARBUNYA"
"2199",58525,962.837,317.819321663203,235.436986815659,1.34991245836852,0.671738034410849,59543,272.976820180076,0.765312794225337,0.982903112036679,0.793315143052183,0.85890567870934,0.00543048819586849,0.00182305819897561,0.737718964919152,0.995856021519093,"BARBUNYA"
"2204",58835,921.619,349.560119019955,214.554191973958,1.62923928823719,0.789474483627064,59540,273.698828303106,0.775164690382082,0.988159220691972,0.870447901737205,0.782980704636623,0.00594136345746504,0.00137743185414647,0.613058783833262,0.998819456620058,"BARBUNYA"
"2207",58857,953.918,319.230062444122,235.883923066127,1.35333539604829,0.673798509030211,59856,273.74999522279,0.771945701357466,0.983309943865277,0.812804123722717,0.857532004119152,0.00542382490517903,0.00180920080918051,0.735361138088608,0.995190257053672,"BARBUNYA"
"2209",58879,953.706,346.418522899358,218.836349764669,1.58300265596592,0.77520407942818,60225,273.801152580594,0.751793968181006,0.977650477376505,0.813469472481897,0.790376768219577,0.00588356668590427,0.00141630604451387,0.624695435741223,0.988894533948142,"BARBUNYA"
"2219",59162,930.748,355.312432151804,212.571334357389,1.67149739745449,0.801297596162609,59888,274.458371972184,0.806549242011124,0.987877371092706,0.858199955701285,0.772442355337919,0.00600575423670268,0.00131889929707672,0.596667192319992,0.997327659109345,"BARBUNYA"
"2232",59658,936.462,320.242870490623,237.98070602044,1.3456673687787,0.669151851191889,60741,275.606467195185,0.774678613167121,0.982170198054033,0.854866375935951,0.860617027236066,0.00536797865316677,0.00181647857613847,0.740661667568643,0.996684237352344,"BARBUNYA"
"2237",59829,976.903,359.840373729927,213.030615403036,1.68914863738782,0.805927523074731,60870,276.00117521844,0.674479166666667,0.982897979300148,0.787804979266422,0.767010028245437,0.00601448083253819,0.00128405041789625,0.588304383429066,0.993733547638492,"BARBUNYA"
"2238",59844,997.552,350.946618977097,217.979374746326,1.60999920008722,0.783716805545613,61098,276.035771803459,0.779980449657869,0.97947559658254,0.755717346383238,0.786546320372081,0.00586435764616498,0.00138451423695041,0.61865511409086,0.996034238816152,"BARBUNYA"
"2242",59953,933.665,343.388397015717,223.778642452821,1.53450031357712,0.758495791223909,60713,276.287043535355,0.804986774440431,0.987482087855978,0.86424848326629,0.80459050432828,0.00572762659109163,0.00148065565798406,0.647365879655236,0.993383145330091,"BARBUNYA"
"2244",60045,974.654,343.550840955479,223.52384313283,1.53697626231007,0.759396490097668,61177,276.498948395148,0.728171234537958,0.981496313974206,0.794302216072264,0.804826871115066,0.0057215561821214,0.00148082521654628,0.647746292468867,0.995570675524003,"BARBUNYA"
"2246",60075,937.1,350.75123417832,218.612336329695,1.60444392145072,0.782007593803005,60993,276.568012702057,0.771706038768353,0.984949092518814,0.85966999279505,0.788501894654634,0.00583855570833658,0.00139218245401075,0.621735237873947,0.997539323158574,"BARBUNYA"
"2251",60237,963.531,358.724155023588,215.053685343531,1.66806792662286,0.800377774388895,61280,276.940662338003,0.779343269678621,0.982979765013055,0.815345755363145,0.772015651747212,0.00595521282639554,0.00130491273815033,0.596008166542672,0.994182106615128,"BARBUNYA"
"2252",60276,973.071,332.860251624193,231.652790979848,1.43689290431709,0.718094031703824,61313,277.030299423108,0.798992576882291,0.983086784205633,0.799954395206627,0.832272096386808,0.00552226842564525,0.00163440097522382,0.692676842424092,0.995302439863944,"BARBUNYA"
"2255",60340,980.964,345.456146835218,222.990630083646,1.54919579672757,0.763763481488375,61109,277.177333361369,0.787646198830409,0.987415928913908,0.787968815925242,0.802351719315571,0.00572515987463072,0.00146361392196011,0.643768281488653,0.997323115748753,"BARBUNYA"
"2261",60444,1015.689,353.441573861264,218.538479864791,1.61729675286447,0.785929815659381,61940,277.416097301458,0.744897959183674,0.975847594446238,0.736277557384766,0.784899451048597,0.0058474219750722,0.00136899007517435,0.616067148256389,0.996363398421533,"BARBUNYA"
"2266",60673,957.312,328.394905313716,235.965289449835,1.39170852662011,0.695484331880723,61537,277.941114083031,0.763163190863123,0.98595966654208,0.831952110142347,0.846362442247737,0.00541253778968761,0.00171319278466564,0.716329383647554,0.996921711090826,"BARBUNYA"
"2271",60874,921.145,310.333760807989,250.96937247247,1.23654037044712,0.588210411614226,61578,278.401120770388,0.820382199940702,0.988567345480529,0.901541464175776,0.897102268362743,0.00509796893268044,0.00203678302349406,0.80479247990158,0.995158391230554,"BARBUNYA"
"2278",61076,957.031,333.493770396493,234.182507197891,1.42407635133345,0.711970337537544,61989,278.862651558513,0.744103313840156,0.985271580441691,0.837969939071776,0.836185489243088,0.00546030798343855,0.00164667316874461,0.699206172420703,0.995722974850703,"BARBUNYA"
"2281",61152,982.982,334.024639248146,233.813719170534,1.42859298604511,0.714153196514732,62351,279.036099169345,0.743941605839416,0.980770156052028,0.795297100065708,0.835375796819737,0.00546220302276534,0.00164087370124988,0.697852721912211,0.996947503816272,"BARBUNYA"
"2293",61387,960.455,318.988242191017,245.260357172404,1.30061068926352,0.639405632073045,62237,279.571736648499,0.803789346881056,0.986342529363562,0.836242489520096,0.876432732216772,0.00519634844822222,0.00189126499178032,0.768134334100956,0.999043725722016,"BARBUNYA"
"2307",61731,969.593,363.226551774329,218.008043170194,1.66611537121484,0.799851062477248,63023,280.353973283858,0.773755656108597,0.979499547784142,0.825152525922769,0.771843280493549,0.00588402183302278,0.00128816219343727,0.595742049643044,0.99257498618931,"BARBUNYA"
"2311",61843,954.292,347.1065222338,227.566930695734,1.52529421200436,0.755098621052079,62526,280.608184422794,0.775908360935461,0.98907654415763,0.853370934554497,0.808420949905934,0.00561270511187685,0.00147877543032607,0.653544432246812,0.996847539793736,"BARBUNYA"
"2313",61883,988.708,349.854532038632,227.073728310412,1.54070897871716,0.760744179682451,63151,280.698918321475,0.680736145028931,0.979921141391269,0.795509054439821,0.802330376244717,0.00565348370374145,0.00144513642287183,0.643734032644989,0.991806804001937,"BARBUNYA"
"2317",61974,991.559,362.965492328466,218.775097664299,1.6590804721542,0.797934992228303,63233,280.905228761262,0.794905340926581,0.980089510224092,0.792104116347177,0.773917175870418,0.00585673818582738,0.00129602540238861,0.598947795107243,0.99370259070224,"BARBUNYA"
