age,workclass,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,label
42, Private,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
54, Private,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, United-States, >50K
21, Private,12, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
23, Private,11, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private,10, Never-married, Exec-managerial, Own-child, White, Female,0,0,45, United-States, <=50K
52, State-gov,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, England, <=50K
61, Private,4, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
45, Self-emp-inc,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,55, United-States, >50K
35, Private,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
19, Private,6, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,10, United-States, <=50K
45, Self-emp-not-inc,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
53, Private,12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
35, Private,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,50, United-States, >50K
65, Self-emp-inc,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
78, ?,14, Widowed, ?, Not-in-family, White, Female,0,0,15, United-States, <=50K
22, Private,10, Never-married, Transport-moving, Not-in-family, White, Female,0,0,24, United-States, <=50K
39, Private,9, Divorced, Craft-repair, Own-child, White, Male,2174,0,40, United-States, <=50K
36, Private,9, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
20, Private,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
66, Self-emp-inc,6, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
33, Private,7, Separated, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
42, Self-emp-inc,9, Divorced, Sales, Unmarried, White, Male,1151,0,50, United-States, <=50K
43, Self-emp-inc,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,20, United-States, >50K
32, Private,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Federal-gov,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,42, United-States, >50K
32, Private,10, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
22, Private,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, Greece, <=50K
25, Private,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
33, Self-emp-inc,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
35, Private,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
39, Private,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,36, United-States, >50K
59, Private,2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
24, Private,9, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,36, United-States, <=50K
21, Private,11, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private,9, Never-married, Machine-op-inspct, Other-relative, Black, Male,0,0,40, United-States, <=50K
42, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,16, United-States, <=50K
28, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
22, ?,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private,10, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private,9, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
33, Private,3, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
41, Private,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
67, ?,9, Widowed, ?, Not-in-family, White, Female,2329,0,15, United-States, <=50K
39, Self-emp-not-inc,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
52, Private,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
34, Private,12, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,8614,0,60, United-States, >50K
40, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
55, ?,9, Widowed, ?, Not-in-family, White, Female,0,0,20, United-States, <=50K
61, Private,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,2414,0,5, United-States, <=50K
21, Private,11, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private,9, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
42, Private,9, Divorced, Sales, Not-in-family, White, Female,0,0,42, United-States, <=50K
35, ?,6, Divorced, ?, Unmarried, White, Female,0,0,16, ?, <=50K
40, Private,12, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,32, United-States, <=50K
26, State-gov,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc,9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, China, <=50K
37, Private,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
41, Private,12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
33, Local-gov,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
56, Private,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
22, Private,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,70, United-States, <=50K
46, Federal-gov,10, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
64, State-gov,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
30, Private,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private,11, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
19, Private,10, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
39, Self-emp-inc,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
46, Local-gov,5, Separated, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
39, Private,12, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private,9, Separated, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
45, Self-emp-not-inc,4, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
20, Private,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
30, Private,9, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
43, Private,13, Married-civ-spouse, Other-service, Wife, White, Female,0,0,35, ?, >50K
32, State-gov,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, <=50K
17, Private,7, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
42, Private,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, United-States, >50K
36, Private,7, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
49, Private,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private,9, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
55, Self-emp-inc,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States, >50K
30, Self-emp-not-inc,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
27, Private,10, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
31, Private,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
32, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,55, United-States, >50K
27, Private,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,48, ?, <=50K
23, Private,13, Never-married, Sales, Own-child, White, Female,0,0,60, United-States, <=50K
42, Private,9, Widowed, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
51, Private,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,4386,0,55, United-States, >50K
42, Private,9, Divorced, Craft-repair, Other-relative, White, Female,0,0,40, United-States, <=50K
38, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
31, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private,10, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
39, Private,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,43, United-States, <=50K
19, ?,10, Never-married, ?, Own-child, White, Male,0,0,10, United-States, <=50K
22, Private,9, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
70, Private,9, Divorced, Other-service, Not-in-family, White, Female,0,0,23, United-States, <=50K
77, Self-emp-not-inc,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,39, United-States, <=50K
58, State-gov,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, United-States, >50K
33, Private,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
37, Private,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private,13, Divorced, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
38, Private,9, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,0,35, ?, <=50K
30, Private,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, <=50K
20, Private,10, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,8, India, <=50K
24, Private,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
20, Private,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
57, Private,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
36, Private,13, Divorced, Prof-specialty, Not-in-family, White, Male,14084,0,40, United-States, >50K
70, ?,10, Married-civ-spouse, ?, Husband, White, Male,0,0,30, United-States, <=50K
42, Self-emp-inc,4, Divorced, Craft-repair, Unmarried, White, Male,0,0,25, United-States, <=50K
24, Private,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Federal-gov,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
49, Self-emp-not-inc,13, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
33, Private,12, Never-married, Exec-managerial, Unmarried, White, Female,2174,0,55, ?, <=50K
44, Private,13, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
35, Private,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
27, Private,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
51, Self-emp-inc,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
33, State-gov,10, Separated, Prof-specialty, Not-in-family, White, Male,10520,0,40, United-States, >50K
55, Private,13, Divorced, Adm-clerical, Unmarried, White, Female,0,0,73, United-States, <=50K
33, Private,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
25, Private,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,46, United-States, <=50K
17, Private,8, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,17, United-States, <=50K
37, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
37, Private,9, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private,13, Never-married, Sales, Not-in-family, White, Male,27828,0,40, United-States, >50K
40, Private,6, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,32, United-States, <=50K
58, Private,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, Greece, <=50K
38, ?,10, Married-civ-spouse, ?, Husband, White, Male,0,0,15, United-States, <=50K
27, Private,1, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,41310,0,24, Mexico, <=50K
17, Private,7, Never-married, Other-service, Own-child, White, Male,594,0,10, United-States, <=50K
80, Private,4, Widowed, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K
37, State-gov,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Federal-gov,14, Never-married, Exec-managerial, Not-in-family, White, Female,14084,0,60, United-States, >50K
40, Private,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
70, Local-gov,10, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,17, United-States, <=50K
25, Private,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,43, United-States, <=50K
52, Self-emp-inc,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
41, Local-gov,14, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
36, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,33, United-States, <=50K
39, Private,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-inc,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,75, United-States, >50K
18, Private,6, Never-married, Farming-fishing, Own-child, White, Male,0,0,36, United-States, <=50K
54, Private,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
36, Private,12, Never-married, Transport-moving, Not-in-family, White, Male,0,0,55, Iran, <=50K
25, Private,11, Never-married, Sales, Not-in-family, White, Male,27828,0,40, United-States, >50K
44, Self-emp-not-inc,10, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,2205,35, United-States, <=50K
61, Private,5, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
28, State-gov,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
43, Local-gov,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,55, United-States, <=50K
55, Private,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,30, United-States, >50K
61, Private,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
64, Private,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
41, Local-gov,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
33, Private,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,45, Germany, >50K
23, Private,10, Separated, Other-service, Not-in-family, White, Male,0,2559,40, United-States, >50K
39, Private,14, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
22, Private,9, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
19, Private,10, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
44, Private,9, Never-married, Other-service, Unmarried, Black, Female,0,0,38, United-States, <=50K
43, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,4386,0,40, United-States, >50K
39, Private,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
46, Private,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,36, United-States, <=50K
38, Private,12, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
90, Private,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
72, Self-emp-inc,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, United-States, >50K
23, Private,9, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
43, Self-emp-not-inc,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
37, ?,10, Separated, ?, Unmarried, White, Male,0,0,40, United-States, <=50K
52, State-gov,14, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,70, United-States, >50K
34, Private,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,32, United-States, >50K
28, Private,11, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
39, Local-gov,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1887,40, United-States, >50K
19, Private,7, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private,13, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, ?, <=50K
51, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
47, Private,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
35, Private,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,38, United-States, <=50K
36, Private,12, Divorced, Adm-clerical, Unmarried, White, Female,0,0,42, United-States, <=50K
25, State-gov,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
48, Self-emp-not-inc,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,5013,0,45, United-States, <=50K
38, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
32, Private,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, >50K
21, ?,10, Never-married, ?, Own-child, White, Male,0,0,20, United-States, <=50K
42, Private,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, ?, <=50K
39, Private,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,1974,40, United-States, <=50K
34, Self-emp-not-inc,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, United-States, <=50K
21, Private,10, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
20, Private,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Mexico, <=50K
47, Self-emp-not-inc,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
41, Private,4, Divorced, Craft-repair, Not-in-family, White, Male,0,1590,40, United-States, <=50K
63, Private,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,3471,0,40, United-States, <=50K
34, Private,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
59, State-gov,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
52, Federal-gov,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private,10, Married-civ-spouse, Craft-repair, Husband, White, Male,4064,0,35, United-States, <=50K
18, Private,10, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
55, Private,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private,9, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Local-gov,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
32, Self-emp-not-inc,12, Never-married, Sales, Not-in-family, White, Male,0,0,80, United-States, <=50K
20, Private,10, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
28, Private,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
25, Private,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
58, Private,11, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
67, Self-emp-not-inc,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,2, United-States, <=50K
63, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
43, Private,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
27, Private,9, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
45, Private,13, Divorced, Sales, Not-in-family, White, Female,0,0,46, United-States, <=50K
46, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
35, Private,14, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
49, Private,12, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, United-States, >50K
21, Private,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
36, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,50, United-States, >50K
40, Self-emp-not-inc,12, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
31, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
30, Private,10, Married-civ-spouse, Tech-support, Wife, Black, Female,0,0,45, United-States, <=50K
38, Private,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
46, Self-emp-not-inc,4, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,75, Greece, <=50K
31, Local-gov,10, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
44, Private,9, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Federal-gov,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, England, >50K
63, Private,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,30, United-States, <=50K
46, Private,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private,9, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States, >50K
51, Private,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
50, Local-gov,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
32, Private,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,3908,0,40, United-States, <=50K
56, Private,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, State-gov,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,7688,0,38, United-States, >50K
57, Local-gov,14, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,1977,40, United-States, >50K
31, Private,12, Married-civ-spouse, Sales, Husband, White, Male,4386,0,45, United-States, >50K
20, ?,10, Never-married, ?, Own-child, White, Female,0,0,30, United-States, <=50K
56, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,40, United-States, >50K
27, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
50, Private,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36, United-States, >50K
51, Private,13, Never-married, Sales, Not-in-family, White, Female,0,1564,43, United-States, >50K
21, Private,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,53, United-States, <=50K
37, Federal-gov,10, Divorced, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
41, Private,16, Divorced, Sales, Unmarried, White, Female,0,0,50, United-States, >50K
35, Private,16, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,20, ?, <=50K
55, Private,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,32, United-States, <=50K
24, Private,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,48, United-States, <=50K
49, Self-emp-not-inc,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Private,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
38, Private,13, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
38, Private,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
24, Private,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
44, Local-gov,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
19, Private,9, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
37, Private,13, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States, >50K
46, Private,13, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,1590,40, ?, <=50K
57, ?,13, Married-civ-spouse, ?, Husband, White, Male,0,0,80, United-States, >50K
32, Private,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
43, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
46, Private,14, Divorced, Prof-specialty, Unmarried, White, Female,6497,0,50, United-States, <=50K
36, ?,9, Divorced, ?, Unmarried, White, Female,0,0,28, United-States, <=50K
33, Private,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private,9, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
47, Private,14, Divorced, Sales, Not-in-family, White, Female,0,0,6, United-States, <=50K
32, Private,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
54, Self-emp-not-inc,11, Married-civ-spouse, Tech-support, Other-relative, White, Female,0,0,10, United-States, <=50K
36, State-gov,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,1876,44, United-States, <=50K
37, Private,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
47, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
52, Private,14, Divorced, Prof-specialty, Unmarried, White, Male,15020,0,50, United-States, >50K
18, Private,6, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, United-States, <=50K
52, Private,12, Divorced, Prof-specialty, Unmarried, White, Female,0,0,32, United-States, <=50K
20, State-gov,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
24, Private,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,8, United-States, <=50K
20, Private,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,15, United-States, <=50K
44, Self-emp-inc,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, ?, <=50K
44, Private,13, Divorced, Prof-specialty, Unmarried, Black, Male,0,0,40, United-States, <=50K
