"","CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited"
"2050",720,"France","Female",45,1,102882.4,2,1,1,35633.15,1
"2057",539,"Spain","Male",38,6,0,1,1,1,152880.07,1
"2059",707,"France","Male",47,3,0,2,1,0,174303.29,0
"2060",581,"Spain","Female",50,4,0,2,1,1,80701.72,0
"2061",737,"Spain","Male",38,6,146282.79,2,1,0,198516.2,0
"2066",626,"France","Male",33,8,0,2,1,0,138504.28,0
"2080",562,"France","Male",45,6,136855.24,1,1,0,46864,0
"2083",811,"Spain","Male",39,7,0,2,1,1,177519.39,0
"2088",716,"France","Female",52,7,65971.61,2,1,0,14608,1
"2090",679,"France","Female",33,1,0,2,0,0,69608.48,0
"2095",531,"Spain","Male",70,1,0,2,0,0,99503.19,0
"2096",611,"Germany","Female",40,7,128486.91,2,1,0,10109.47,0
"2098",531,"Spain","Male",37,1,143407.29,2,0,1,84402.46,0
"2100",548,"France","Male",57,6,76165.65,1,1,1,133537.53,0
"2115",732,"Spain","Male",33,8,0,1,1,0,119882.7,0
"2123",765,"Spain","Female",32,9,178095.55,1,0,0,47247.56,0
"2142",674,"France","Male",18,7,0,2,1,1,55753.12,1
"2147",850,"France","Male",49,5,122486.47,1,0,1,59748.19,0
"2149",630,"Spain","Male",26,7,0,2,1,1,6656.64,0
"2152",753,"France","Male",57,7,0,1,1,0,159475.08,1
"2155",606,"Germany","Male",65,10,126306.64,3,0,0,7861.68,1
"2161",727,"France","Male",28,5,0,2,0,1,19653.08,0
"2166",511,"France","Male",33,7,0,2,0,1,158313.87,0
"2173",661,"Germany","Male",35,2,117212.18,1,1,1,83052.03,0
"2177",699,"Spain","Male",35,2,167455.66,2,1,1,55324.49,0
"2182",634,"Germany","Female",46,5,123642.36,1,1,1,49725.16,1
"2190",480,"France","Male",35,2,165692.91,1,1,1,197984.58,0
"2198",614,"Spain","Male",35,2,127283.78,1,1,1,31302.35,0
"2209",728,"France","Female",46,2,109705.52,1,1,0,20276.87,1
"2220",631,"Germany","Female",34,6,125227.82,2,0,1,128247.03,0
"2225",631,"Spain","Male",55,9,99685.06,1,1,0,114474.98,0
"2231",696,"France","Female",30,8,0,2,1,1,196134.44,0
"2237",632,"Germany","Male",41,3,126550.7,1,0,0,177644.52,1
"2243",621,"Germany","Female",30,2,101014.08,2,1,1,165257.31,0
"2245",515,"France","Female",66,6,0,2,1,1,160663.11,0
"2247",717,"Spain","Female",39,6,0,2,1,0,93275.61,0
"2249",539,"Spain","Female",37,1,130922.81,2,0,0,2186.83,0
"2250",762,"France","Male",35,9,0,2,1,1,43075.7,0
"2255",679,"France","Male",36,6,147733.64,1,0,1,172501.38,0
"2261",576,"France","Male",55,9,0,2,1,1,94450.97,0
"2265",582,"France","Female",29,0,0,1,1,1,84012.81,0
"2271",538,"France","Female",38,8,88758.95,2,0,0,28226.15,1
"2279",473,"France","Female",33,5,125827.43,1,0,1,145698.73,0
"2285",664,"Germany","Male",39,7,60263.23,1,1,0,170835.32,0
"2304",714,"Spain","Male",45,0,124693.48,1,0,1,187194.15,0
"2316",662,"France","Female",37,6,0,2,1,0,51229.17,0
"2320",636,"Germany","Female",37,9,157098.52,1,1,1,153535.27,0
"2321",593,"Germany","Female",38,5,85626.6,1,1,1,125079.65,0
"2331",484,"Spain","Female",39,5,0,2,1,1,175224.12,0
"2333",439,"France","Female",29,6,156569.43,1,1,0,180598.66,0
"2334",484,"Spain","Male",36,8,0,2,1,0,186136.48,0
"2342",717,"France","Female",25,7,108664.85,2,1,0,190011.85,0
"2344",706,"Germany","Male",38,5,163034.82,2,1,1,135662.17,0
"2347",518,"Germany","Male",46,4,113625.93,1,0,0,92727.42,1
"2348",589,"Germany","Male",55,7,119961.48,1,1,0,65156.83,1
"2355",731,"Germany","Male",35,2,127862.93,2,1,0,139083.7,0
"2364",571,"France","Female",33,9,0,2,0,1,77519.62,0
"2366",701,"Germany","Male",32,5,102500.34,1,0,0,106287.77,0
"2368",620,"Germany","Male",39,9,159492.79,1,1,0,80582.34,1
"2373",737,"Germany","Female",43,1,125537.38,1,1,0,138510.01,1
"2375",639,"Spain","Male",29,4,133434.57,2,1,0,97983.44,0
"2376",815,"Spain","Female",39,6,0,1,1,1,85167.88,0
"2377",786,"Spain","Male",31,9,0,2,1,1,18210.36,0
"2382",614,"Spain","Female",41,7,179915.85,1,0,0,14666.35,1
"2389",762,"Germany","Male",34,4,88815.56,2,1,0,68562.26,1
"2398",671,"Spain","Female",34,10,0,1,1,0,23235.38,0
"2401",711,"Germany","Male",34,4,133467.77,2,1,1,42976.64,0
"2403",531,"France","Male",31,3,96288.26,1,1,0,56794.73,0
"2415",556,"France","Female",52,9,0,1,1,0,175149.2,1
"2426",684,"Spain","Female",39,4,139723.9,1,1,1,120612.11,0
"2429",524,"France","Male",40,2,180516.9,1,1,0,180002.42,0
"2430",816,"France","Male",31,8,0,2,1,1,28407.4,0
"2433",537,"Germany","Male",39,3,135309.36,1,1,0,31728.86,1
"2443",680,"France","Female",34,1,0,2,1,0,167035.07,0
"2446",665,"France","Female",34,5,67816.72,1,1,1,29641.58,0
"2447",758,"France","Male",51,8,81710.46,1,1,1,116520.07,0
"2454",783,"Spain","Female",59,9,126224.87,1,1,1,4423.63,0
"2456",661,"France","Male",47,5,0,1,0,1,107243.31,1
"2458",537,"Spain","Female",38,1,0,2,0,1,41233.97,0
"2460",576,"France","Male",63,9,70655.48,1,0,0,78955.8,1
"2464",629,"France","Male",32,2,0,2,0,1,77965.44,0
"2473",686,"France","Male",38,6,149238.97,1,1,1,97825.23,0
"2474",351,"Germany","Female",57,4,163146.46,1,1,0,169621.69,1
"2479",774,"France","Female",41,5,126670.37,1,1,0,102426.06,0
"2493",520,"Germany","Female",31,3,108914.17,1,1,1,183572.39,1
"2494",782,"Spain","Male",23,10,98052.66,1,1,1,142587.32,0
"2502",691,"Germany","Female",38,5,114753.76,1,1,0,107665.02,0
"2509",677,"France","Male",46,2,57037.74,1,1,1,158531.01,0
"2510",655,"France","Female",50,10,0,4,1,0,179267.94,1
"2519",758,"France","Female",50,2,95813.76,3,1,1,67944.09,1
"2520",612,"Spain","Female",62,0,167026.61,2,1,1,192892.05,0
"2537",691,"France","Male",58,3,0,1,0,1,194930.3,1
"2541",550,"Germany","Female",45,8,111257.59,1,0,0,97623.42,1
"2543",549,"Germany","Male",41,9,95020.8,3,1,1,131710.59,1
"2544",850,"Spain","Female",24,1,0,2,0,1,69052.87,0
"2553",599,"Spain","Female",46,7,81742.84,2,1,0,83282.21,0
"2558",837,"France","Male",26,4,89900.24,2,1,0,175477.03,0
"2561",650,"Spain","Female",30,6,0,1,0,0,67997.13,1
"2572",680,"France","Male",44,7,108724.98,1,0,1,72330.46,0
"2576",551,"Germany","Male",54,5,102994.04,1,1,0,176680.16,1
"2577",645,"Spain","Male",36,4,59893.85,2,1,0,43999.64,0
"2582",704,"France","Male",31,0,0,2,1,0,183038.33,0
"2589",741,"France","Male",32,5,0,1,1,1,64839.23,0
"2592",634,"Germany","Male",38,2,148430.55,1,1,1,56055.72,0
"2596",633,"France","Male",29,10,130206.28,1,1,0,184654.87,0
"2600",550,"Spain","Male",62,7,80927.56,1,0,1,64490.67,0
"2611",682,"France","Male",38,4,107192.38,1,1,1,15669.17,0
"2619",498,"France","Female",30,1,0,2,0,0,135795.53,0
"2625",605,"Spain","Female",29,3,116805.82,1,0,0,4092.75,0
"2628",571,"Germany","Male",25,6,82506.72,2,1,0,167705.07,0
"2629",634,"Germany","Male",48,2,107247.69,1,1,1,103712.05,1
"2642",538,"Germany","Female",28,6,164365.44,1,0,1,5698.97,0
"2646",755,"France","Male",23,5,84284.48,2,1,1,62851.6,0
"2650",616,"France","Female",37,6,0,2,1,0,86242.18,0
"2652",850,"Germany","Male",40,4,166082.15,2,0,1,44406.17,0
"2654",730,"Spain","Male",26,3,0,1,1,0,34542.41,0
"2655",532,"France","Male",44,3,148595.55,1,1,0,74838.64,1
"2662",742,"France","Female",28,2,191864.51,1,1,0,108457.99,1
"2668",584,"France","Male",35,3,146311.58,1,1,1,105443.47,0
"2671",598,"France","Female",64,9,0,1,0,1,13181.37,1
"2672",799,"Spain","Male",35,7,0,2,0,1,140780.8,0
"2675",804,"France","Male",25,7,108396.67,1,1,0,128276.95,0
"2680",520,"Spain","Female",35,4,115680.81,1,1,1,90280.7,0
"2691",648,"Spain","Male",42,2,98795.61,2,1,0,89123.99,0
"2692",721,"France","Female",37,1,0,2,1,0,70810.8,0
"2694",662,"France","Male",34,2,0,2,0,1,21497.27,0
"2696",597,"Germany","Female",39,8,162532.14,3,1,0,36051.46,1
"2699",586,"France","Female",28,5,0,3,1,0,170487.4,1
"2709",630,"Spain","Female",21,1,85818.18,1,1,1,133102.3,0
"2712",608,"France","Female",28,9,0,2,1,1,125062.02,0
"2715",665,"France","Female",55,8,136354.16,1,1,1,93769.89,0
"2717",695,"France","Male",45,3,0,2,1,1,30793.61,0
"2722",564,"Germany","Female",44,3,111760.4,3,1,1,104722.47,1
"2725",453,"Germany","Female",38,8,120623.21,1,1,0,129697.99,0
"2726",471,"France","Female",58,4,114713.57,1,1,1,36315.03,0
"2727",829,"Germany","Female",37,3,103457.76,1,0,0,1114.12,0
"2737",741,"Germany","Male",36,8,116993.43,2,1,0,168816.22,0
"2748",577,"France","Female",35,10,0,2,1,1,25161.61,0
"2749",401,"Germany","Male",48,8,128140.17,1,1,0,175753.55,1
"2750",599,"France","Male",25,6,120383.41,1,1,1,24903.09,0
"2753",698,"Spain","Female",31,8,185078.26,1,0,0,115337.74,1
"2764",706,"Germany","Female",47,6,120621.89,1,1,1,140803.7,0
"2769",669,"France","Male",26,4,0,2,1,1,197594.34,0
"2779",604,"Spain","Female",71,10,0,2,1,1,129984.2,0
"2786",640,"France","Male",43,7,132412.38,1,0,0,69584.3,1
"2788",805,"France","Male",46,6,118022.06,3,1,0,162643.15,1
"2794",627,"Germany","Male",23,5,184244.86,1,1,0,103099.22,0
"2796",515,"France","Female",25,7,79543.59,1,0,1,38772.82,0
"2799",579,"Germany","Male",28,6,150329.15,1,1,0,145558.42,0
"2800",760,"France","Male",43,8,121911.59,1,1,0,193312.33,0
"2801",769,"France","Male",51,9,156773.78,2,1,0,40257.79,0
"2803",774,"France","Male",53,4,113709.28,1,1,1,153887.93,1
"2807",592,"Spain","Male",38,0,0,1,1,0,65986.48,1
"2820",730,"France","Female",34,5,74197.38,2,1,0,96875.52,0
"2822",714,"Spain","Female",33,10,103121.33,2,1,1,49672.01,0
"2824",668,"Germany","Female",59,5,120170.07,1,0,1,50454.8,0
"2825",628,"France","Male",32,9,149136.31,2,1,1,16402.11,0
"2827",693,"France","Female",43,4,152341.55,1,1,0,9241.78,0
"2829",527,"Spain","Male",33,9,132168.28,1,0,0,98734.15,0
"2831",575,"Spain","Male",53,1,84903.33,2,0,1,26015.8,0
"2835",850,"France","Male",30,9,121535.18,1,0,0,40313.47,0
"2847",544,"Germany","Male",39,4,142406.43,2,1,0,146637.45,0
"2860",551,"Spain","Male",32,4,0,2,1,0,53420.53,0
"2866",715,"France","Male",21,6,76467.16,1,1,1,173511.72,0
"2874",667,"Germany","Female",36,1,114391.62,1,1,1,53412.54,0
"2892",613,"Germany","Female",30,5,131563.88,2,1,0,170638.98,0
"2894",657,"France","Male",50,9,0,2,0,0,37171.46,0
"2895",531,"France","Male",31,3,0,1,1,1,42589.33,0
"2905",715,"France","Female",35,3,0,1,1,1,152012.36,0
"2907",802,"Spain","Male",41,6,0,2,1,0,47322.05,0
"2909",494,"France","Male",69,9,93320.8,1,1,1,24489.44,0
"2915",604,"France","Male",28,7,0,2,0,0,58595.64,0
"2925",499,"Germany","Female",29,6,148051.52,1,1,0,118623.94,0
"2926",717,"France","Female",76,9,138489.66,1,1,1,68400.14,0
"2932",638,"Germany","Female",37,7,124513.66,2,1,0,158610.89,0
"2943",850,"France","Female",42,9,113311.11,1,1,1,198193.75,0
"2944",678,"France","Female",41,9,0,1,0,0,13160.03,0
"2950",519,"Spain","Male",39,4,111900.14,1,1,1,97577.17,0
"2953",733,"France","Male",51,10,141556.96,1,1,0,130189.53,0
"2965",721,"France","Male",46,1,115764.32,2,0,0,102950.79,0
"2969",696,"Spain","Female",36,7,0,2,1,1,82298.59,0
"2975",565,"Germany","Male",59,9,69129.59,1,1,1,170705.53,0
"2981",850,"Spain","Female",41,3,99945.93,2,1,0,71179.31,0
"2986",840,"France","Male",30,8,136291.71,1,1,0,54113.38,0
"2988",676,"Germany","Female",26,1,108348.66,1,0,0,60231.74,1
"2994",745,"Spain","Female",59,8,0,1,1,1,36124.98,0
"3003",786,"Germany","Female",32,2,104336.43,2,0,0,59559.81,0
"3006",683,"France","Male",39,4,0,2,1,0,171716.81,0
"3025",648,"Germany","Male",41,5,123049.21,1,0,1,5066.76,0
"3027",585,"France","Male",40,7,0,2,0,0,146156.98,0
"3028",774,"France","Female",42,3,137781.65,1,0,0,199316.19,0
"3049",783,"Spain","Female",37,1,136689.66,1,1,0,197890.65,0
"3058",680,"France","Male",33,1,123082.08,1,1,0,134960.98,0
"3059",680,"Spain","Female",58,8,0,2,1,1,65708.5,0
"3062",584,"Germany","Male",33,3,88311.48,2,1,1,177651.38,0
"3065",506,"Spain","Male",35,6,110046.93,2,1,0,26318.73,0
"3068",806,"Germany","Male",31,10,138653.51,1,1,0,190803.37,0
"3070",666,"France","Male",43,7,137780.74,2,1,1,119100.05,1
"3073",740,"France","Female",30,8,105209.54,1,1,0,1852.58,0
"3075",614,"Germany","Female",44,6,118715.86,1,1,0,133591.11,1
"3093",666,"France","Female",31,2,79589.43,1,0,0,4050.57,0
"3097",613,"Germany","Male",59,8,91415.76,1,0,0,27965,1
"3098",476,"Germany","Male",30,3,134366.42,1,1,0,68343.53,0
"3101",810,"Germany","Male",35,3,96814.46,2,1,1,120511.03,0
"3111",546,"Germany","Female",74,8,114888.74,2,1,1,66732.63,1
"3113",698,"France","Female",40,7,105061.74,3,1,0,107815.31,1
"3114",620,"France","Male",32,7,0,2,1,1,34665.79,0
"3119",451,"France","Male",33,6,0,2,1,0,184954.11,0
"3123",676,"France","Male",29,4,140720.93,1,1,0,36221.18,0
"3132",648,"Germany","Female",39,3,126935.98,2,0,1,57995.74,0
"3137",607,"France","Male",44,0,0,2,1,1,81140.09,0
"3138",664,"France","Male",48,10,0,1,1,0,140173.17,1
"3140",645,"France","Female",40,3,129596.77,1,1,1,103232.6,0
"3143",697,"France","Female",76,7,0,2,0,1,188772.45,0
"3145",648,"Spain","Male",55,1,81370.07,1,0,1,181534.04,0
"3146",482,"Germany","Female",48,2,69329.47,1,0,0,102640.52,1
"3150",643,"Spain","Female",34,8,117451.47,1,1,0,65374.86,0
"3159",643,"France","Female",31,3,167949.48,1,1,0,143162.34,0
"3185",667,"Germany","Male",55,9,154393.43,1,1,1,137674.96,1
"3197",610,"France","Male",36,4,129440.3,2,1,0,102638.35,0
"3200",548,"France","Female",46,1,0,1,1,1,104469.06,1
"3204",719,"France","Male",69,3,0,2,1,1,58320.06,0
"3205",547,"Germany","Male",50,3,81290.02,3,0,1,177747.03,1
"3209",607,"Germany","Male",36,8,143421.74,1,1,0,97879.02,0
"3214",827,"Spain","Male",46,1,183276.32,1,1,1,13460.27,0
"3217",579,"Germany","Male",31,6,139729.54,1,0,1,135815.38,0
"3220",505,"Germany","Female",37,10,122453.97,2,1,1,52693.99,0
"3224",776,"Spain","Male",39,2,104349.45,1,0,0,79503.05,0
"3226",850,"Germany","Female",32,0,116968.91,1,0,0,175094.62,0
"3230",584,"France","Female",66,5,0,1,1,0,49553.38,1
"3237",673,"Spain","Female",32,0,0,1,1,1,72873.33,0
"3250",734,"France","Male",37,3,80387.81,1,0,1,77272.62,0
"3255",552,"Germany","Male",50,4,121175.56,1,1,0,117505.07,1
"3269",690,"France","Male",54,5,0,1,1,0,12847.61,1
"3271",850,"France","Female",33,7,118004.26,1,1,0,183983.82,0
"3272",584,"Spain","Male",32,9,85534.83,1,0,0,169137.24,0
"3287",678,"France","Female",31,1,0,2,0,1,130446.65,0
"3299",558,"Germany","Male",25,10,111363.1,2,1,0,197264.35,0
"3300",825,"France","Male",34,9,0,2,1,1,31933.06,0
"3302",653,"France","Male",34,5,118838.75,1,1,1,52820.13,0
"3303",593,"Spain","Male",35,4,161637.75,1,1,1,20008.46,0
"3315",608,"Spain","Female",63,3,139529.93,2,1,1,175696.16,1
"3317",666,"France","Male",53,5,64646.7,1,1,0,128019.48,1
"3321",712,"France","Male",24,2,0,1,0,1,121232.51,0
"3322",682,"France","Male",30,9,0,2,1,1,2053.42,0
"3343",712,"Germany","Male",53,6,134729.99,2,1,1,132702.64,0
"3357",687,"Germany","Male",41,10,134318.21,2,1,1,198064.52,0
"3358",658,"Germany","Male",29,5,75395.53,2,0,1,54914.92,0
"3364",747,"Germany","Male",38,2,129728.6,1,1,0,89289.54,0
"3376",777,"France","Female",58,4,0,1,1,1,62449.07,1
"3380",803,"Spain","Female",45,7,0,2,1,1,128378.04,0
"3381",604,"Spain","Female",26,3,0,2,1,0,155248.62,0
"3382",738,"France","Male",49,6,106770.82,1,1,0,123499.27,0
"3391",674,"France","Female",32,7,85757.93,1,1,1,95481,0
"3394",710,"France","Male",30,6,0,2,1,1,8991.17,0
"3403",690,"France","Female",26,5,157624.84,1,1,1,49599.27,0
"3407",632,"Spain","Female",29,7,80922.75,1,1,0,7820.78,0
"3408",632,"France","Male",40,3,193354.86,2,1,0,149188.41,0
"3414",605,"France","Male",39,3,0,2,1,0,199390.45,0
"3415",657,"France","Female",37,2,0,2,1,1,7667.48,0
"3419",792,"France","Female",42,2,0,2,1,0,92664.09,0
"3420",674,"France","Female",26,10,0,2,1,1,138423.1,0
"3432",468,"France","Male",36,3,61636.97,1,0,0,107787.42,0
"3438",700,"France","Female",32,3,0,1,0,0,95740.37,0
"3441",722,"France","Female",47,2,88011.4,1,1,1,90655.94,1
"3444",597,"Spain","Female",46,4,0,2,1,0,58667.16,1
"3457",713,"France","Male",33,6,94598.48,1,0,0,197519.66,1
"3462",781,"Spain","Male",35,4,80790.74,1,1,0,116429.51,0
"3464",600,"Germany","Male",43,8,133379.41,1,1,0,177378.66,1
"3467",791,"France","Male",28,4,0,1,1,0,174435.48,0
"3469",820,"France","Female",49,1,0,2,1,1,119087.25,0
"3470",679,"Spain","Female",26,3,76554.06,1,1,1,184800.27,0
"3487",614,"Spain","Female",25,10,75212.28,1,1,0,58965.04,0
"3490",593,"Spain","Male",43,10,0,2,0,0,53478.02,0
"3495",681,"France","Female",37,7,69609.85,1,1,1,72127.83,0
"3499",686,"France","Female",41,7,152105.57,2,0,1,132374.41,0
"3500",617,"France","Male",74,10,0,2,1,1,53949.98,0
"3502",646,"Germany","Female",30,10,100548.67,2,0,0,136983.77,0
"3510",777,"France","Male",37,1,0,1,1,1,126837.72,0
"3517",638,"France","Female",34,7,0,2,1,1,198969.78,0
"3521",554,"France","Female",43,10,0,2,1,0,149629.13,1
"3523",659,"France","Female",38,9,0,2,1,1,132809.18,0
"3529",692,"France","Male",28,5,61581.97,1,1,1,70179.91,0
"3531",453,"Spain","Female",42,5,0,3,1,0,83008.49,1
"3537",534,"France","Male",29,7,174851.9,1,1,1,79178.31,0
"3540",667,"France","Male",42,6,0,1,1,0,88890.05,0
"3549",770,"Germany","Male",37,5,141547.26,2,0,1,180326.83,0
"3552",604,"France","Male",31,6,134837.58,1,1,0,192029.19,0
"3555",658,"Spain","Male",36,1,0,2,0,1,84927.42,0
"3557",590,"France","Female",60,6,147751.75,1,1,0,88206.04,1
"3558",675,"France","Male",34,1,124619.33,2,0,1,163667.56,0
"3560",650,"France","Female",64,7,142028.36,1,1,0,32275.09,1
"3568",470,"Spain","Female",31,2,101675.22,2,1,0,45033.75,0
"3578",757,"France","Male",23,2,80673.96,2,1,0,93991.65,0
"3579",704,"Germany","Female",39,1,124640.51,1,1,0,116511.12,1
"3585",506,"Germany","Male",28,8,53053.76,1,0,1,24577.34,0
"3588",721,"France","Male",41,2,0,2,1,0,168219.75,0
"3590",446,"France","Female",51,4,105056.13,1,0,0,70613.52,0
"3591",677,"France","Male",37,3,88363.03,1,0,1,117946.3,0
"3608",682,"France","Male",37,5,0,2,0,1,112554.68,0
"3609",677,"France","Female",36,7,0,1,1,0,47318.75,0
"3610",850,"Germany","Male",40,6,94607.08,1,1,0,36690.49,0
"3611",580,"France","Female",56,1,131368.3,1,1,0,106918.67,1
"3612",746,"France","Female",21,8,166883.07,2,0,1,194563.65,0
"3614",664,"Germany","Male",25,6,172812.72,2,1,1,108008.65,0
"3616",415,"France","Male",46,9,134950.19,3,0,0,178587.36,1
"3627",789,"Germany","Female",37,6,110689.07,1,1,1,71121.04,1
"3634",827,"Germany","Female",47,8,143001.5,2,1,0,108977.5,0
"3643",778,"France","Male",42,6,0,2,1,1,106197.44,0
"3646",788,"France","Male",55,3,0,1,0,1,13288.46,1
"3661",494,"Spain","Male",27,2,0,2,1,0,22404.64,0
"3664",724,"France","Male",31,5,0,1,1,0,134889.95,1
"3666",733,"France","Male",42,9,150507.21,1,0,1,169964.12,0
"3671",850,"France","Male",28,4,0,2,1,1,12409.01,0
"3672",646,"Germany","Female",52,6,111739.4,2,0,1,68367.18,0
"3679",797,"France","Male",30,10,69413.44,1,1,1,74637.57,0
"3680",650,"Spain","Male",25,7,160599.06,2,1,1,28391.52,0
"3685",482,"France","Female",35,2,133111.73,1,0,1,79957.95,0
"3686",695,"Spain","Female",39,5,0,2,0,0,102763.69,0
"3693",613,"Spain","Male",35,4,123557.65,2,0,1,170903.4,0
"3696",571,"France","Male",40,10,112896.86,1,1,1,121402.53,0
"3698",745,"Germany","Male",48,10,96048.55,1,1,0,74510.65,0
"3702",603,"France","Male",46,2,0,2,1,1,59563.49,0
"3703",504,"France","Female",73,8,0,1,1,1,34595.58,0
"3707",629,"Spain","Female",44,6,125512.98,2,0,0,79082.76,0
"3710",707,"France","Female",49,10,0,1,1,0,82967.97,1
"3712",762,"Germany","Female",34,8,98592.88,1,0,1,191790.29,1
"3715",823,"France","Male",34,3,105057.33,1,1,0,9217.92,0
"3718",646,"Germany","Male",39,0,154439.86,1,1,0,171519.06,0
"3720",850,"France","Female",62,1,124678.35,1,1,0,70916,1
"3737",498,"Germany","Male",37,8,108432.88,2,1,1,14865.05,0
"3739",498,"Germany","Female",44,2,120702.67,2,1,1,98175.74,0
"3742",738,"Germany","Female",29,9,139106.19,1,1,0,141872.05,1
"3745",647,"Germany","Male",37,3,116509.99,1,1,1,149517.71,1
"3748",605,"France","Male",32,9,0,2,1,1,55724.24,0
"3752",496,"Spain","Male",29,2,0,2,1,0,55389.59,0
"3755",535,"Spain","Male",35,8,118989.92,1,1,1,135536.72,0
"3756",744,"France","Male",29,1,0,1,0,0,82422.97,0
"3757",755,"France","Male",31,5,0,2,0,1,194660.78,0
"3761",835,"Spain","Male",38,7,86824.09,1,0,0,175905.97,0
"3771",477,"France","Male",27,1,128554.98,1,1,1,133173.19,0
"3781",595,"Germany","Male",46,5,142360.62,2,1,0,48421.4,1
"3791",596,"Spain","Female",54,0,78126.28,1,1,1,153482.91,1
"3793",444,"France","Male",36,7,0,2,0,1,138743.86,0
"3795",496,"France","Male",32,4,127845.83,1,1,0,66469.2,0
"3801",850,"France","Female",28,2,0,2,1,1,38773.74,0
"3804",850,"Germany","Male",51,4,124425.99,1,0,0,118545.49,1
"3805",604,"France","Female",40,1,0,2,1,0,123207.17,0
"3815",646,"France","Male",30,7,0,2,1,0,153566.97,0
"3817",664,"France","Female",31,9,114519.57,2,0,1,79222.02,0
"3831",850,"France","Female",29,10,0,2,1,1,199775.67,0
"3832",722,"France","Male",46,5,0,2,1,0,179908.71,0
"3834",609,"Germany","Male",38,6,140752.06,2,0,1,171430.16,0
"3835",734,"Spain","Female",39,6,92126.26,2,0,0,112973.34,0
"3839",628,"Germany","Male",50,4,122227.71,1,0,1,14217.77,1
"3840",629,"Germany","Male",40,2,121647.54,2,1,1,64849.74,1
"3845",681,"France","Male",38,6,153722.47,1,1,0,101319.76,0
"3854",654,"Germany","Male",43,9,84673.17,2,0,1,82081.35,0
"3867",547,"France","Female",29,6,104450.86,1,1,1,37160.28,0
"3868",530,"France","Male",39,2,0,2,1,0,197923.05,0
"3875",813,"Germany","Female",25,5,123616.43,1,0,1,132959.33,0
"3882",588,"France","Female",64,3,0,1,1,1,189703.65,0
"3883",488,"France","Female",22,6,0,2,1,1,66393.89,0
"3885",709,"France","Male",31,6,0,2,1,1,71009.84,0
"3891",670,"Germany","Female",33,9,84521.48,2,0,1,198017.05,0
"3892",723,"Germany","Female",28,5,91938.31,1,1,0,143481.85,0
"3893",549,"Germany","Male",45,6,124240.93,1,1,1,146372.51,0
"3898",508,"Germany","Female",41,5,82161.7,2,1,0,187776.49,0
"3901",809,"France","Male",36,9,68881.59,2,0,1,109135.11,0
"3907",597,"France","Male",44,8,78128.13,2,0,1,109153.04,0
"3908",603,"Germany","Male",46,4,98899.76,2,1,1,86190.34,0
"3913",581,"Spain","Male",46,2,79385.21,2,0,0,188492.82,0
"3915",658,"France","Male",44,2,168396.34,1,1,1,14178.73,0
"3921",634,"Germany","Male",43,3,212696.32,1,1,0,115268.86,0
"3923",539,"France","Male",39,3,139153.68,2,1,0,147662.33,0
"3932",706,"France","Female",35,8,178032.53,1,0,1,42181.68,0
"3943",649,"Spain","Male",20,5,0,2,1,1,58309.54,0
"3952",807,"France","Female",47,9,167664.83,1,0,0,125440.11,1
"3953",594,"France","Female",34,7,141525.55,1,0,0,9443.15,0
"3954",652,"Spain","Female",33,3,124832.51,1,1,0,195877.06,0
"3957",597,"Germany","Female",60,0,78539.84,1,0,1,48502.88,0
"3958",657,"Germany","Female",38,5,123770.46,1,0,0,47019.66,1
"3963",712,"France","Male",33,2,182888.08,1,1,0,3061,0
"3964",607,"France","Male",31,8,0,2,1,1,43196.5,0
"3965",476,"France","Male",37,4,0,1,1,1,55775.84,1
"3967",815,"France","Male",35,4,0,2,0,1,198490.33,0
"3974",711,"Spain","Male",38,3,128718.78,1,0,0,114793.45,0
"3982",638,"France","Male",24,1,0,2,0,1,162597.15,0
"3983",614,"France","Male",46,4,0,1,1,0,74379.57,1
"3988",633,"France","Male",37,7,141546.35,1,1,1,124830.11,0
"4004",750,"France","Female",26,1,151510.17,2,1,1,19921.72,0
"4007",654,"France","Male",37,6,83568.55,1,1,0,47046.72,0
"4019",715,"Germany","Female",32,3,104857.19,2,1,0,114149.8,0
"4021",721,"France","Male",42,4,102936.72,1,0,0,1187.88,0
"4025",655,"France","Female",20,7,134397.61,1,0,0,28029.54,0
"4027",762,"Germany","Male",56,10,100260.88,3,1,1,77142.42,1
"4028",662,"Germany","Male",39,5,139822.11,2,1,1,146219.9,0
"4037",551,"France","Male",42,2,139561.46,1,1,0,43435.43,1
"4043",738,"Spain","Male",38,5,177997.07,1,0,1,19233.41,0
"4053",616,"Germany","Male",41,10,113220.2,2,1,1,114072.91,0
"4063",559,"France","Male",45,8,24043.45,1,0,1,169781.45,1
"4078",781,"Spain","Male",33,3,0,2,1,1,42556.33,0
"4087",759,"Germany","Male",31,4,98899.91,1,1,1,47832.82,0
"4095",513,"France","Male",29,10,0,2,0,1,25514.77,0
"4099",637,"France","Male",32,5,0,1,0,0,148769.08,0
"4108",601,"France","Female",40,3,92055.36,1,0,1,164652.02,1
"4109",709,"Germany","Female",39,9,124723.92,1,1,0,73641.86,0
"4132",533,"France","Male",47,9,83347.25,1,1,1,137696.25,0
"4134",704,"Spain","Male",33,3,0,2,1,0,73018.74,0
"4137",651,"France","Male",44,2,0,3,1,0,102530.35,1
